Date,Ville,Température (°C),Précipitations (mm)
2024-10-15,Toronto,,27.5
2024-10-15,Vancouver,30.3,33.0
2024-10-15,Montreal,-3.5,
2024-10-15,Calgary,23.1,
2024-10-15,Ottawa,-4.8,46.6
2024-10-15,Edmonton,8.3,
2024-10-15,Quebec City,15.0,90.5
2024-10-15,Winnipeg,19.9,
2024-10-15,Halifax,3.5,65.4
2024-10-15,Victoria,,22.2
2024-10-16,Toronto,-8.7,22.8
2024-10-16,Vancouver,21.3,87.8
2024-10-16,Montreal,27.5,92.8
2024-10-16,Calgary,6.7,71.0
2024-10-16,Ottawa,14.8,
2024-10-16,Edmonton,,22.7
2024-10-16,Quebec City,4.8,
2024-10-16,Winnipeg,17.9,67.8
2024-10-16,Halifax,13.6,75.6
2024-10-16,Victoria,0.5,
2024-10-17,Toronto,-3.8,19.4
2024-10-17,Vancouver,33.5,50.6
2024-10-17,Montreal,,
2024-10-17,Calgary,,92.1
2024-10-17,Ottawa,21.6,96.5
2024-10-17,Edmonton,25.0,72.4
2024-10-17,Quebec City,,89.0
2024-10-17,Winnipeg,33.8,93.4
2024-10-17,Halifax,8.6,
2024-10-17,Victoria,30.6,
2024-10-18,Toronto,18.3,38.6
2024-10-18,Vancouver,-7.9,58.8
2024-10-18,Montreal,12.1,6.7
2024-10-18,Calgary,,85.4
2024-10-18,Ottawa,22.3,59.5
2024-10-18,Edmonton,-3.7,56.8
2024-10-18,Quebec City,0.4,
2024-10-18,Winnipeg,-8.9,75.7
2024-10-18,Halifax,,47.2
2024-10-18,Victoria,32.3,46.2
2024-10-19,Toronto,,78.8
2024-10-19,Vancouver,,
2024-10-19,Montreal,20.0,89.2
2024-10-19,Calgary,,22.7
2024-10-19,Ottawa,7.9,25.5
2024-10-19,Edmonton,-9.4,30.4
2024-10-19,Quebec City,29.7,5.0
2024-10-19,Winnipeg,16.8,
2024-10-19,Halifax,,
2024-10-19,Victoria,22.7,
2024-10-20,Toronto,,
2024-10-20,Vancouver,24.7,52.2
2024-10-20,Montreal,,
2024-10-20,Calgary,25.3,5.4
2024-10-20,Ottawa,25.0,3.2
2024-10-20,Edmonton,30.1,12.2
2024-10-20,Quebec City,,96.8
2024-10-20,Winnipeg,27.6,58.9
2024-10-20,Halifax,32.4,19.3
2024-10-20,Victoria,,68.5
2024-10-21,Toronto,29.1,52.0
2024-10-21,Vancouver,,95.9
2024-10-21,Montreal,8.5,
2024-10-21,Calgary,19.5,22.8
2024-10-21,Ottawa,,16.8
2024-10-21,Edmonton,15.9,17.9
2024-10-21,Quebec City,18.3,93.2
2024-10-21,Winnipeg,12.7,72.1
2024-10-21,Halifax,24.5,95.6
2024-10-21,Victoria,27.3,33.7
2024-10-22,Toronto,11.7,74.9
2024-10-22,Vancouver,,42.5
2024-10-22,Montreal,-8.9,32.1
2024-10-22,Calgary,24.0,
2024-10-22,Ottawa,-7.3,89.6
2024-10-22,Edmonton,11.1,62.1
2024-10-22,Quebec City,34.5,
2024-10-22,Winnipeg,34.1,16.8
2024-10-22,Halifax,2.0,42.7
2024-10-22,Victoria,26.0,8.1
2024-10-23,Toronto,-6.9,
2024-10-23,Vancouver,1.1,59.3
2024-10-23,Montreal,0.6,
2024-10-23,Calgary,-3.9,
2024-10-23,Ottawa,34.8,63.0
2024-10-23,Edmonton,2.6,95.0
2024-10-23,Quebec City,23.7,56.9
2024-10-23,Winnipeg,21.6,58.0
2024-10-23,Halifax,6.4,71.6
2024-10-23,Victoria,6.3,52.7
2024-10-24,Toronto,17.0,96.8
2024-10-24,Vancouver,16.5,5.9
2024-10-24,Montreal,-7.6,56.4
2024-10-24,Calgary,0.3,29.0
2024-10-24,Ottawa,28.9,79.9
2024-10-24,Edmonton,7.8,
2024-10-24,Quebec City,21.5,4.0
2024-10-24,Winnipeg,6.3,
2024-10-24,Halifax,3.6,70.3
2024-10-24,Victoria,,
2024-10-25,Toronto,13.6,52.2
2024-10-25,Vancouver,10.9,55.1
2024-10-25,Montreal,5.6,68.0
2024-10-25,Calgary,26.8,48.8
2024-10-25,Ottawa,,86.3
2024-10-25,Edmonton,14.5,
2024-10-25,Quebec City,26.9,
2024-10-25,Winnipeg,23.7,
2024-10-25,Halifax,,41.0
2024-10-25,Victoria,26.4,56.8
2024-10-26,Toronto,,76.5
2024-10-26,Vancouver,20.9,
2024-10-26,Montreal,15.3,4.8
2024-10-26,Calgary,29.5,15.8
2024-10-26,Ottawa,,76.4
2024-10-26,Edmonton,-6.9,66.9
2024-10-26,Quebec City,-8.5,2.2
2024-10-26,Winnipeg,-6.7,73.0
2024-10-26,Halifax,,76.6
2024-10-26,Victoria,21.6,46.7
2024-10-27,Toronto,0.6,38.8
2024-10-27,Vancouver,22.7,
2024-10-27,Montreal,1.3,1.4
2024-10-27,Calgary,24.5,82.8
2024-10-27,Ottawa,,26.2
2024-10-27,Edmonton,,13.5
2024-10-27,Quebec City,-5.3,70.9
2024-10-27,Winnipeg,22.7,48.3
2024-10-27,Halifax,-0.6,73.2
2024-10-27,Victoria,3.4,12.0
2024-10-28,Toronto,-3.6,5.0
2024-10-28,Vancouver,,79.0
2024-10-28,Montreal,-0.2,31.3
2024-10-28,Calgary,-1.9,
2024-10-28,Ottawa,-4.0,
2024-10-28,Edmonton,-3.2,
2024-10-28,Quebec City,23.4,77.1
2024-10-28,Winnipeg,-3.1,
2024-10-28,Halifax,,23.4
2024-10-28,Victoria,11.0,
2024-10-29,Toronto,,38.5
2024-10-29,Vancouver,5.2,15.6
2024-10-29,Montreal,,77.0
2024-10-29,Calgary,14.6,54.2
2024-10-29,Ottawa,-3.3,21.3
2024-10-29,Edmonton,,77.2
2024-10-29,Quebec City,-0.7,99.0
2024-10-29,Winnipeg,32.7,
2024-10-29,Halifax,6.9,
2024-10-29,Victoria,-0.8,29.3
2024-10-30,Toronto,13.4,13.2
2024-10-30,Vancouver,,47.9
2024-10-30,Montreal,2.8,61.8
2024-10-30,Calgary,4.5,87.6
2024-10-30,Ottawa,,95.3
2024-10-30,Edmonton,0.4,44.9
2024-10-30,Quebec City,2.8,18.6
2024-10-30,Winnipeg,-9.0,29.2
2024-10-30,Halifax,7.3,
2024-10-30,Victoria,30.3,
2024-10-31,Toronto,13.4,84.7
2024-10-31,Vancouver,12.6,
2024-10-31,Montreal,,61.7
2024-10-31,Calgary,30.3,69.0
2024-10-31,Ottawa,,64.8
2024-10-31,Edmonton,34.5,
2024-10-31,Quebec City,18.2,8.2
2024-10-31,Winnipeg,,
2024-10-31,Halifax,14.6,11.0
2024-10-31,Victoria,27.1,93.5
2024-11-01,Toronto,9.4,
2024-11-01,Vancouver,18.0,35.2
2024-11-01,Montreal,-6.7,25.1
2024-11-01,Calgary,5.9,95.7
2024-11-01,Ottawa,8.7,79.6
2024-11-01,Edmonton,-2.5,
2024-11-01,Quebec City,-6.5,
2024-11-01,Winnipeg,34.9,15.8
2024-11-01,Halifax,16.1,72.8
2024-11-01,Victoria,,72.3
2024-11-02,Toronto,-0.3,87.5
2024-11-02,Vancouver,27.3,
2024-11-02,Montreal,13.4,59.6
2024-11-02,Calgary,,58.0
2024-11-02,Ottawa,,
2024-11-02,Edmonton,-5.6,7.7
2024-11-02,Quebec City,,51.0
2024-11-02,Winnipeg,30.5,
2024-11-02,Halifax,-9.9,73.8
2024-11-02,Victoria,,48.7
2024-11-03,Toronto,14.6,60.6
2024-11-03,Vancouver,33.4,29.4
2024-11-03,Montreal,23.2,66.1
2024-11-03,Calgary,,40.1
2024-11-03,Ottawa,,25.5
2024-11-03,Edmonton,-4.6,70.9
2024-11-03,Quebec City,-8.1,61.6
2024-11-03,Winnipeg,2.2,96.3
2024-11-03,Halifax,-4.2,66.8
2024-11-03,Victoria,14.6,38.0
2024-11-04,Toronto,,
2024-11-04,Vancouver,10.0,5.9
2024-11-04,Montreal,1.8,
2024-11-04,Calgary,10.7,17.6
2024-11-04,Ottawa,25.5,53.0
2024-11-04,Edmonton,-6.7,50.0
2024-11-04,Quebec City,34.3,75.5
2024-11-04,Winnipeg,13.3,30.1
2024-11-04,Halifax,11.5,90.4
2024-11-04,Victoria,16.5,36.0
2024-11-05,Toronto,,
2024-11-05,Vancouver,-5.5,1.9
2024-11-05,Montreal,31.5,43.5
2024-11-05,Calgary,25.7,75.5
2024-11-05,Ottawa,,39.9
2024-11-05,Edmonton,34.6,89.6
2024-11-05,Quebec City,-3.7,47.4
2024-11-05,Winnipeg,-5.0,85.7
2024-11-05,Halifax,,93.4
2024-11-05,Victoria,13.1,86.3
2024-11-06,Toronto,13.8,89.3
2024-11-06,Vancouver,21.9,20.1
2024-11-06,Montreal,,82.3
2024-11-06,Calgary,,
2024-11-06,Ottawa,0.2,99.7
2024-11-06,Edmonton,11.4,56.6
2024-11-06,Quebec City,30.2,
2024-11-06,Winnipeg,,86.9
2024-11-06,Halifax,,69.5
2024-11-06,Victoria,-4.3,11.1
2024-11-07,Toronto,8.3,12.1
2024-11-07,Vancouver,1.1,29.8
2024-11-07,Montreal,-3.6,
2024-11-07,Calgary,,30.6
2024-11-07,Ottawa,22.4,51.3
2024-11-07,Edmonton,,55.4
2024-11-07,Quebec City,34.9,7.6
2024-11-07,Winnipeg,23.2,89.3
2024-11-07,Halifax,,46.3
2024-11-07,Victoria,22.6,0.9
2024-11-08,Toronto,-6.0,93.9
2024-11-08,Vancouver,-2.3,9.4
2024-11-08,Montreal,29.5,9.3
2024-11-08,Calgary,28.3,
2024-11-08,Ottawa,22.5,36.1
2024-11-08,Edmonton,-3.5,42.9
2024-11-08,Quebec City,,24.0
2024-11-08,Winnipeg,2.0,8.7
2024-11-08,Halifax,30.8,
2024-11-08,Victoria,34.7,
2024-11-09,Toronto,4.7,27.9
2024-11-09,Vancouver,-7.4,84.4
2024-11-09,Montreal,22.8,11.4
2024-11-09,Calgary,31.4,8.8
2024-11-09,Ottawa,10.8,30.7
2024-11-09,Edmonton,-9.8,52.5
2024-11-09,Quebec City,,48.5
2024-11-09,Winnipeg,30.2,72.8
2024-11-09,Halifax,-4.3,63.9
2024-11-09,Victoria,-5.1,7.5
2024-11-10,Toronto,-7.0,
2024-11-10,Vancouver,11.3,
2024-11-10,Montreal,27.9,88.2
2024-11-10,Calgary,14.8,83.4
2024-11-10,Ottawa,-1.5,36.5
2024-11-10,Edmonton,,87.9
2024-11-10,Quebec City,31.7,65.5
2024-11-10,Winnipeg,29.4,29.9
2024-11-10,Halifax,4.1,
2024-11-10,Victoria,13.1,62.0
2024-11-11,Toronto,4.6,67.9
2024-11-11,Vancouver,28.8,47.8
2024-11-11,Montreal,,
2024-11-11,Calgary,-4.1,80.4
2024-11-11,Ottawa,,
2024-11-11,Edmonton,-3.2,93.5
2024-11-11,Quebec City,-9.4,78.9
2024-11-11,Winnipeg,-0.9,88.2
2024-11-11,Halifax,3.4,41.0
2024-11-11,Victoria,26.7,46.7
2024-11-12,Toronto,,58.6
2024-11-12,Vancouver,15.0,
2024-11-12,Montreal,,18.3
2024-11-12,Calgary,14.3,10.9
2024-11-12,Ottawa,-3.0,
2024-11-12,Edmonton,6.1,
2024-11-12,Quebec City,30.5,26.9
2024-11-12,Winnipeg,3.2,
2024-11-12,Halifax,6.8,
2024-11-12,Victoria,,85.9
2024-11-13,Toronto,22.9,81.0
2024-11-13,Vancouver,,
2024-11-13,Montreal,28.4,47.5
2024-11-13,Calgary,-4.3,58.2
2024-11-13,Ottawa,32.0,
2024-11-13,Edmonton,2.9,82.9
2024-11-13,Quebec City,29.0,13.2
2024-11-13,Winnipeg,34.6,72.0
2024-11-13,Halifax,19.1,28.9
2024-11-13,Victoria,,34.1
2024-11-14,Toronto,19.8,43.6
2024-11-14,Vancouver,-3.1,14.3
2024-11-14,Montreal,30.1,52.4
2024-11-14,Calgary,13.8,2.8
2024-11-14,Ottawa,5.0,
2024-11-14,Edmonton,14.4,31.4
2024-11-14,Quebec City,10.5,
2024-11-14,Winnipeg,21.6,73.6
2024-11-14,Halifax,5.4,
2024-11-14,Victoria,28.3,3.6
2024-11-15,Toronto,,
2024-11-15,Vancouver,24.5,40.2
2024-11-15,Montreal,21.6,
2024-11-15,Calgary,18.3,
2024-11-15,Ottawa,8.1,23.9
2024-11-15,Edmonton,18.8,
2024-11-15,Quebec City,,95.6
2024-11-15,Winnipeg,,
2024-11-15,Halifax,9.3,
2024-11-15,Victoria,,1.2
2024-11-16,Toronto,31.5,
2024-11-16,Vancouver,-2.1,16.6
2024-11-16,Montreal,,
2024-11-16,Calgary,33.7,66.0
2024-11-16,Ottawa,-3.7,60.9
2024-11-16,Edmonton,-4.3,85.5
2024-11-16,Quebec City,,44.8
2024-11-16,Winnipeg,9.6,17.4
2024-11-16,Halifax,-5.8,7.2
2024-11-16,Victoria,,53.3
2024-11-17,Toronto,21.1,1.7
2024-11-17,Vancouver,5.0,63.0
2024-11-17,Montreal,26.8,44.7
2024-11-17,Calgary,-3.3,68.8
2024-11-17,Ottawa,,76.2
2024-11-17,Edmonton,-2.8,86.6
2024-11-17,Quebec City,12.5,
2024-11-17,Winnipeg,,85.3
2024-11-17,Halifax,-2.8,
2024-11-17,Victoria,22.4,16.2
2024-11-18,Toronto,,14.9
2024-11-18,Vancouver,11.0,11.5
2024-11-18,Montreal,-10.0,52.1
2024-11-18,Calgary,12.5,30.3
2024-11-18,Ottawa,28.0,57.1
2024-11-18,Edmonton,20.3,
2024-11-18,Quebec City,11.0,47.5
2024-11-18,Winnipeg,-7.8,88.2
2024-11-18,Halifax,-4.3,18.1
2024-11-18,Victoria,5.1,28.8
2024-11-19,Toronto,,
2024-11-19,Vancouver,5.9,0.4
2024-11-19,Montreal,3.0,66.1
2024-11-19,Calgary,,14.1
2024-11-19,Ottawa,14.6,
2024-11-19,Edmonton,-1.1,48.1
2024-11-19,Quebec City,19.5,
2024-11-19,Winnipeg,-3.5,74.5
2024-11-19,Halifax,0.4,90.0
2024-11-19,Victoria,22.9,
2024-11-20,Toronto,19.8,32.4
2024-11-20,Vancouver,-6.0,77.2
2024-11-20,Montreal,,79.3
2024-11-20,Calgary,18.0,
2024-11-20,Ottawa,,
2024-11-20,Edmonton,7.5,31.9
2024-11-20,Quebec City,,40.5
2024-11-20,Winnipeg,0.6,
2024-11-20,Halifax,,3.6
2024-11-20,Victoria,24.3,
2024-11-21,Toronto,-3.1,65.3
2024-11-21,Vancouver,,16.7
2024-11-21,Montreal,,
2024-11-21,Calgary,9.7,4.3
2024-11-21,Ottawa,19.6,17.1
2024-11-21,Edmonton,11.8,59.6
2024-11-21,Quebec City,-8.5,62.9
2024-11-21,Winnipeg,12.0,64.4
2024-11-21,Halifax,,
2024-11-21,Victoria,34.2,10.6
2024-11-22,Toronto,,97.0
2024-11-22,Vancouver,1.5,6.0
2024-11-22,Montreal,-4.0,0.5
2024-11-22,Calgary,33.8,30.8
2024-11-22,Ottawa,,58.8
2024-11-22,Edmonton,30.4,58.3
2024-11-22,Quebec City,,8.2
2024-11-22,Winnipeg,24.6,
2024-11-22,Halifax,,20.3
2024-11-22,Victoria,20.0,34.1
2024-11-23,Toronto,,48.8
2024-11-23,Vancouver,27.4,
2024-11-23,Montreal,14.0,
2024-11-23,Calgary,-5.7,52.4
2024-11-23,Ottawa,,65.5
2024-11-23,Edmonton,15.3,72.1
2024-11-23,Quebec City,9.6,63.9
2024-11-23,Winnipeg,18.7,77.7
2024-11-23,Halifax,20.0,2.6
2024-11-23,Victoria,,64.4
2024-11-24,Toronto,28.0,78.0
2024-11-24,Vancouver,,21.2
2024-11-24,Montreal,6.9,91.1
2024-11-24,Calgary,8.5,36.5
2024-11-24,Ottawa,,51.2
2024-11-24,Edmonton,12.6,73.9
2024-11-24,Quebec City,15.0,43.8
2024-11-24,Winnipeg,2.7,79.9
2024-11-24,Halifax,-3.6,
2024-11-24,Victoria,-8.4,86.7
2024-11-25,Toronto,-0.2,89.9
2024-11-25,Vancouver,16.8,
2024-11-25,Montreal,34.6,83.4
2024-11-25,Calgary,14.4,66.5
2024-11-25,Ottawa,-9.6,
2024-11-25,Edmonton,8.1,79.5
2024-11-25,Quebec City,30.4,
2024-11-25,Winnipeg,2.7,69.6
2024-11-25,Halifax,5.0,
2024-11-25,Victoria,,75.7
2024-11-26,Toronto,,
2024-11-26,Vancouver,-3.6,
2024-11-26,Montreal,18.0,
2024-11-26,Calgary,15.6,48.4
2024-11-26,Ottawa,34.5,
2024-11-26,Edmonton,21.0,31.2
2024-11-26,Quebec City,6.0,
2024-11-26,Winnipeg,32.5,44.5
2024-11-26,Halifax,11.2,
2024-11-26,Victoria,9.0,91.4
2024-11-27,Toronto,19.3,37.1
2024-11-27,Vancouver,17.1,13.9
2024-11-27,Montreal,27.6,
2024-11-27,Calgary,4.4,52.7
2024-11-27,Ottawa,1.4,
2024-11-27,Edmonton,4.5,3.4
2024-11-27,Quebec City,,50.8
2024-11-27,Winnipeg,24.1,1.8
2024-11-27,Halifax,15.5,8.0
2024-11-27,Victoria,,
2024-11-28,Toronto,21.8,28.2
2024-11-28,Vancouver,15.3,42.5
2024-11-28,Montreal,,68.3
2024-11-28,Calgary,,91.5
2024-11-28,Ottawa,,
2024-11-28,Edmonton,29.9,90.4
2024-11-28,Quebec City,,
2024-11-28,Winnipeg,,98.0
2024-11-28,Halifax,6.8,51.0
2024-11-28,Victoria,19.7,34.1
2024-11-29,Toronto,,17.5
2024-11-29,Vancouver,-7.7,62.5
2024-11-29,Montreal,,
2024-11-29,Calgary,-0.6,
2024-11-29,Ottawa,,82.7
2024-11-29,Edmonton,,
2024-11-29,Quebec City,,
2024-11-29,Winnipeg,,
2024-11-29,Halifax,27.5,67.3
2024-11-29,Victoria,,76.6
2024-11-30,Toronto,9.0,88.5
2024-11-30,Vancouver,22.7,
2024-11-30,Montreal,,26.0
2024-11-30,Calgary,-8.0,
2024-11-30,Ottawa,29.8,68.4
2024-11-30,Edmonton,-0.6,47.6
2024-11-30,Quebec City,15.8,37.0
2024-11-30,Winnipeg,6.0,95.3
2024-11-30,Halifax,16.9,15.9
2024-11-30,Victoria,,
2024-12-01,Toronto,2.9,43.5
2024-12-01,Vancouver,13.9,32.9
2024-12-01,Montreal,-8.5,
2024-12-01,Calgary,20.4,44.8
2024-12-01,Ottawa,-7.5,16.8
2024-12-01,Edmonton,11.5,23.1
2024-12-01,Quebec City,24.9,
2024-12-01,Winnipeg,11.2,59.6
2024-12-01,Halifax,,
2024-12-01,Victoria,11.7,90.7
2024-12-02,Toronto,11.6,63.2
2024-12-02,Vancouver,9.3,57.9
2024-12-02,Montreal,,78.1
2024-12-02,Calgary,18.9,
2024-12-02,Ottawa,-5.4,73.3
2024-12-02,Edmonton,31.6,97.8
2024-12-02,Quebec City,33.8,
2024-12-02,Winnipeg,32.6,26.6
2024-12-02,Halifax,10.2,43.4
2024-12-02,Victoria,5.5,60.9
2024-12-03,Toronto,10.1,34.6
2024-12-03,Vancouver,28.3,45.0
2024-12-03,Montreal,10.9,88.1
2024-12-03,Calgary,,17.0
2024-12-03,Ottawa,,3.1
2024-12-03,Edmonton,14.2,56.6
2024-12-03,Quebec City,33.8,79.4
2024-12-03,Winnipeg,,31.1
2024-12-03,Halifax,3.7,1.6
2024-12-03,Victoria,5.6,64.7
2024-12-04,Toronto,-9.0,
2024-12-04,Vancouver,-8.9,
2024-12-04,Montreal,,95.4
2024-12-04,Calgary,6.6,3.0
2024-12-04,Ottawa,11.1,39.2
2024-12-04,Edmonton,-6.6,40.0
2024-12-04,Quebec City,-2.4,34.1
2024-12-04,Winnipeg,7.0,53.6
2024-12-04,Halifax,25.8,83.6
2024-12-04,Victoria,4.7,
2024-12-05,Toronto,25.5,18.2
2024-12-05,Vancouver,10.4,1.5
2024-12-05,Montreal,,
2024-12-05,Calgary,14.6,14.8
2024-12-05,Ottawa,,19.7
2024-12-05,Edmonton,,60.6
2024-12-05,Quebec City,,
2024-12-05,Winnipeg,33.8,30.0
2024-12-05,Halifax,-4.4,83.0
2024-12-05,Victoria,11.6,66.1
2024-12-06,Toronto,3.1,74.7
2024-12-06,Vancouver,,
2024-12-06,Montreal,3.4,65.5
2024-12-06,Calgary,2.1,7.8
2024-12-06,Ottawa,13.3,75.6
2024-12-06,Edmonton,26.0,22.9
2024-12-06,Quebec City,0.2,97.8
2024-12-06,Winnipeg,5.1,14.5
2024-12-06,Halifax,-5.3,44.5
2024-12-06,Victoria,,53.6
2024-12-07,Toronto,24.0,3.1
2024-12-07,Vancouver,0.7,55.2
2024-12-07,Montreal,11.8,86.4
2024-12-07,Calgary,,22.9
2024-12-07,Ottawa,,56.1
2024-12-07,Edmonton,27.3,5.7
2024-12-07,Quebec City,-2.9,53.4
2024-12-07,Winnipeg,4.3,32.4
2024-12-07,Halifax,9.1,
2024-12-07,Victoria,2.9,47.1
2024-12-08,Toronto,-7.3,
2024-12-08,Vancouver,-1.3,38.6
2024-12-08,Montreal,,98.4
2024-12-08,Calgary,20.1,4.8
2024-12-08,Ottawa,,
2024-12-08,Edmonton,,
2024-12-08,Quebec City,,
2024-12-08,Winnipeg,3.0,58.3
2024-12-08,Halifax,13.3,92.0
2024-12-08,Victoria,11.5,32.5
2024-12-09,Toronto,19.4,56.5
2024-12-09,Vancouver,,7.7
2024-12-09,Montreal,35.0,15.0
2024-12-09,Calgary,23.8,80.6
2024-12-09,Ottawa,-1.6,35.4
2024-12-09,Edmonton,,84.9
2024-12-09,Quebec City,11.6,67.5
2024-12-09,Winnipeg,-9.7,94.9
2024-12-09,Halifax,28.8,91.7
2024-12-09,Victoria,12.9,
2024-12-10,Toronto,-2.1,53.3
2024-12-10,Vancouver,24.8,74.4
2024-12-10,Montreal,-1.6,37.9
2024-12-10,Calgary,-3.8,
2024-12-10,Ottawa,32.3,
2024-12-10,Edmonton,25.7,
2024-12-10,Quebec City,12.1,
2024-12-10,Winnipeg,-4.0,7.4
2024-12-10,Halifax,14.1,45.8
2024-12-10,Victoria,2.2,
2024-12-11,Toronto,-4.7,
2024-12-11,Vancouver,,95.9
2024-12-11,Montreal,,7.4
2024-12-11,Calgary,16.0,13.8
2024-12-11,Ottawa,15.7,99.1
2024-12-11,Edmonton,4.0,
2024-12-11,Quebec City,4.9,70.0
2024-12-11,Winnipeg,,98.2
2024-12-11,Halifax,-7.3,39.8
2024-12-11,Victoria,,
2024-12-12,Toronto,-3.4,
2024-12-12,Vancouver,9.4,
2024-12-12,Montreal,2.3,3.0
2024-12-12,Calgary,2.5,56.0
2024-12-12,Ottawa,-4.1,75.3
2024-12-12,Edmonton,-5.2,
2024-12-12,Quebec City,-0.8,69.6
2024-12-12,Winnipeg,31.2,72.9
2024-12-12,Halifax,-0.7,
2024-12-12,Victoria,,16.1
2024-12-13,Toronto,24.9,95.4
2024-12-13,Vancouver,19.2,2.5
2024-12-13,Montreal,,88.1
2024-12-13,Calgary,14.1,30.0
2024-12-13,Ottawa,-1.2,1.5
2024-12-13,Edmonton,,
2024-12-13,Quebec City,31.7,34.0
2024-12-13,Winnipeg,20.7,
2024-12-13,Halifax,22.0,70.3
2024-12-13,Victoria,26.9,54.3
2024-12-14,Toronto,,61.1
2024-12-14,Vancouver,-6.3,
2024-12-14,Montreal,21.7,99.8
2024-12-14,Calgary,16.4,39.1
2024-12-14,Ottawa,-8.5,
2024-12-14,Edmonton,18.9,
2024-12-14,Quebec City,,
2024-12-14,Winnipeg,,84.3
2024-12-14,Halifax,-6.3,
2024-12-14,Victoria,10.2,58.6
2024-12-15,Toronto,,
2024-12-15,Vancouver,23.8,72.6
2024-12-15,Montreal,31.5,
2024-12-15,Calgary,-1.6,
2024-12-15,Ottawa,14.5,
2024-12-15,Edmonton,6.6,77.0
2024-12-15,Quebec City,15.8,41.9
2024-12-15,Winnipeg,,
2024-12-15,Halifax,,
2024-12-15,Victoria,,98.2
2024-12-16,Toronto,30.0,82.6
2024-12-16,Vancouver,-1.4,
2024-12-16,Montreal,32.4,50.9
2024-12-16,Calgary,29.1,97.7
2024-12-16,Ottawa,-9.4,26.9
2024-12-16,Edmonton,,29.6
2024-12-16,Quebec City,,39.2
2024-12-16,Winnipeg,9.3,81.5
2024-12-16,Halifax,26.6,26.6
2024-12-16,Victoria,,59.8
2024-12-17,Toronto,15.9,
2024-12-17,Vancouver,,80.1
2024-12-17,Montreal,-1.0,5.3
2024-12-17,Calgary,12.8,95.0
2024-12-17,Ottawa,,56.8
2024-12-17,Edmonton,-6.5,27.7
2024-12-17,Quebec City,1.3,92.1
2024-12-17,Winnipeg,32.3,49.0
2024-12-17,Halifax,-8.7,42.8
2024-12-17,Victoria,23.2,69.5
2024-12-18,Toronto,25.7,
2024-12-18,Vancouver,,87.4
2024-12-18,Montreal,10.7,18.9
2024-12-18,Calgary,30.1,5.8
2024-12-18,Ottawa,,6.5
2024-12-18,Edmonton,-5.9,81.8
2024-12-18,Quebec City,14.1,
2024-12-18,Winnipeg,33.1,56.8
2024-12-18,Halifax,17.4,17.2
2024-12-18,Victoria,30.8,
2024-12-19,Toronto,28.4,27.7
2024-12-19,Vancouver,1.5,9.1
2024-12-19,Montreal,18.9,
2024-12-19,Calgary,21.7,77.5
2024-12-19,Ottawa,-6.4,76.7
2024-12-19,Edmonton,6.1,
2024-12-19,Quebec City,-6.9,
2024-12-19,Winnipeg,15.2,82.6
2024-12-19,Halifax,,
2024-12-19,Victoria,-3.2,
2024-12-20,Toronto,9.0,35.3
2024-12-20,Vancouver,-0.5,34.7
2024-12-20,Montreal,23.3,
2024-12-20,Calgary,22.7,47.5
2024-12-20,Ottawa,-5.9,79.0
2024-12-20,Edmonton,,
2024-12-20,Quebec City,30.3,14.5
2024-12-20,Winnipeg,8.8,64.9
2024-12-20,Halifax,7.4,50.3
2024-12-20,Victoria,-1.9,47.7
2024-12-21,Toronto,27.8,
2024-12-21,Vancouver,14.9,89.8
2024-12-21,Montreal,25.7,83.4
2024-12-21,Calgary,,50.8
2024-12-21,Ottawa,16.1,90.9
2024-12-21,Edmonton,12.0,39.5
2024-12-21,Quebec City,10.7,74.5
2024-12-21,Winnipeg,28.4,56.1
2024-12-21,Halifax,-4.2,
2024-12-21,Victoria,25.1,9.1
2024-12-22,Toronto,-1.5,78.1
2024-12-22,Vancouver,8.8,55.1
2024-12-22,Montreal,,4.0
2024-12-22,Calgary,12.1,
2024-12-22,Ottawa,,
2024-12-22,Edmonton,14.0,72.4
2024-12-22,Quebec City,14.7,86.6
2024-12-22,Winnipeg,10.3,
2024-12-22,Halifax,11.1,54.6
2024-12-22,Victoria,-4.8,77.7
2024-12-23,Toronto,,57.2
2024-12-23,Vancouver,,11.2
2024-12-23,Montreal,,13.5
2024-12-23,Calgary,9.2,
2024-12-23,Ottawa,17.3,
2024-12-23,Edmonton,-9.9,55.7
2024-12-23,Quebec City,13.7,33.3
2024-12-23,Winnipeg,0.2,75.7
2024-12-23,Halifax,,49.6
2024-12-23,Victoria,,3.9
2024-12-24,Toronto,6.7,
2024-12-24,Vancouver,7.3,85.1
2024-12-24,Montreal,20.1,
2024-12-24,Calgary,,
2024-12-24,Ottawa,-7.1,
2024-12-24,Edmonton,,27.9
2024-12-24,Quebec City,9.1,44.3
2024-12-24,Winnipeg,34.9,2.2
2024-12-24,Halifax,13.5,3.6
2024-12-24,Victoria,-1.8,
2024-12-25,Toronto,1.8,66.4
2024-12-25,Vancouver,32.2,15.6
2024-12-25,Montreal,9.2,
2024-12-25,Calgary,19.3,60.9
2024-12-25,Ottawa,19.7,
2024-12-25,Edmonton,-4.9,82.7
2024-12-25,Quebec City,18.4,75.9
2024-12-25,Winnipeg,17.5,55.0
2024-12-25,Halifax,15.4,37.3
2024-12-25,Victoria,4.0,12.6
2024-12-26,Toronto,12.1,40.5
2024-12-26,Vancouver,-8.7,15.3
2024-12-26,Montreal,13.7,64.2
